customer_id,total_spent,number_of_orders,days_since_last_purchase,avg_order_value,customer_segment,churned
CUST_09143,190.36,2,0,95.18,Medium Value,0
CUST_09404,190.28,2,8,95.14,Medium Value,0
CUST_01461,190.24,2,4,95.12,Medium Value,0
CUST_11773,189.84,2,37,94.92,Medium Value,0
CUST_09880,189.78,2,65,94.89,Medium Value,0
CUST_07454,189.71,2,26,94.86,Medium Value,0
CUST_01620,189.6,2,8,94.8,Medium Value,0
CUST_08300,188.87,2,6,94.44,Medium Value,0
CUST_08199,188.59,2,3,94.3,Medium Value,0
CUST_01060,188.5,2,32,94.25,Medium Value,0
CUST_09971,188.41,2,30,94.21,Medium Value,1
CUST_01547,188.1,2,18,94.05,Medium Value,0
CUST_02563,188.08,2,18,94.04,Medium Value,0
CUST_00378,187.87,2,26,93.94,Medium Value,0
CUST_04332,187.78,2,49,93.89,Medium Value,0
CUST_02488,187.18,2,20,93.59,Medium Value,0
CUST_05502,187.18,2,37,93.59,Medium Value,0
CUST_02879,186.99,2,24,93.5,Medium Value,0
CUST_05048,186.9,2,15,93.45,Medium Value,0
CUST_01731,186.89,2,7,93.45,Medium Value,0
CUST_02746,186.87,2,55,93.44,Medium Value,0
CUST_10778,186.62,2,30,93.31,Medium Value,0
CUST_10804,186.54,2,6,93.27,Medium Value,0
CUST_07140,186.36,2,0,93.18,Medium Value,0
CUST_03304,186.19,2,78,93.1,Medium Value,0
CUST_08168,186.05,2,13,93.03,Medium Value,0
CUST_07573,185.96,2,21,92.98,Medium Value,0
CUST_10738,185.89,2,53,92.95,Medium Value,0
CUST_03153,185.82,2,3,92.91,Medium Value,0
CUST_10519,185.56,2,1,92.78,Medium Value,0
CUST_04286,185.41,2,1,92.71,Medium Value,0
CUST_06859,185.38,2,21,92.69,Medium Value,0
CUST_10133,185.21,2,0,92.61,Medium Value,0
CUST_05232,185.19,2,31,92.6,Medium Value,0
CUST_10656,185.17,2,4,92.59,Medium Value,0
CUST_08465,185.11,2,46,92.56,Medium Value,0
CUST_02253,185.02,2,2,92.51,Medium Value,1
CUST_03405,184.91,2,39,92.46,Medium Value,0
CUST_07248,184.7,2,21,92.35,Medium Value,0
CUST_07772,184.64,2,57,92.32,Medium Value,0
CUST_00995,184.54,2,23,92.27,Medium Value,0
CUST_11221,184.52,2,23,92.26,Medium Value,0
CUST_08704,184.38,2,54,92.19,Medium Value,0
CUST_00559,184.3,2,2,92.15,Medium Value,0
CUST_03109,183.73,2,30,91.87,Medium Value,0
CUST_11530,183.68,2,8,91.84,Medium Value,0
CUST_05698,183.46,2,32,91.73,Medium Value,0
CUST_07198,183.39,2,12,91.7,Medium Value,0
CUST_03739,183.38,2,76,91.69,Medium Value,0
CUST_07465,183.31,2,13,91.66,Medium Value,0
CUST_08576,183.23,2,15,91.62,Medium Value,0
CUST_10269,182.7,2,4,91.35,Medium Value,0
CUST_07485,182.65,2,5,91.33,Medium Value,0
CUST_07683,182.54,2,0,91.27,Medium Value,0
CUST_05354,182.46,2,23,91.23,Medium Value,0
CUST_01586,182.16,2,22,91.08,Medium Value,0
CUST_03876,182,2,25,91,Medium Value,0
CUST_08873,181.34,2,12,90.67,Medium Value,0
CUST_02301,181.18,2,50,90.59,Medium Value,0
CUST_08596,181.08,2,0,90.54,Medium Value,0
CUST_07403,181.06,2,6,90.53,Medium Value,0
CUST_04657,180.98,2,11,90.49,Medium Value,0
CUST_10139,180.97,2,23,90.49,Medium Value,0
CUST_08559,180.96,2,49,90.48,Medium Value,0
CUST_01957,180.56,2,15,90.28,Medium Value,0
CUST_06510,180.31,2,5,90.16,Medium Value,0
CUST_08276,179.93,2,10,89.97,Medium Value,0
CUST_02697,179.84,2,10,89.92,Medium Value,0
CUST_09887,179.59,2,87,89.8,Medium Value,0
CUST_08669,179.58,2,6,89.79,Medium Value,0
CUST_00699,179.47,2,12,89.74,Medium Value,1
CUST_07539,179.46,2,2,89.73,Medium Value,0
CUST_01027,179.2,2,3,89.6,Medium Value,0
CUST_01537,178.88,2,43,89.44,Medium Value,0
CUST_03270,178.6,2,4,89.3,Medium Value,0
CUST_05498,178.29,2,56,89.15,Medium Value,0
CUST_06347,177.93,2,14,88.97,Medium Value,0
CUST_10459,177.59,2,13,88.8,Medium Value,0
CUST_11685,177.26,2,115,88.63,Medium Value,0
CUST_10301,177.17,2,47,88.59,Medium Value,0
CUST_00319,177.06,2,15,88.53,Medium Value,0
CUST_00363,176.96,2,109,88.48,Medium Value,1
CUST_07251,176.77,2,73,88.39,Medium Value,0
CUST_10555,176.76,2,18,88.38,Medium Value,1
CUST_01188,176.55,2,29,88.28,Medium Value,0
CUST_11648,176.52,2,10,88.26,Medium Value,0
CUST_06461,176.48,2,62,88.24,Medium Value,0
CUST_11937,176.22,2,4,88.11,Medium Value,0
CUST_07135,176.18,2,9,88.09,Medium Value,0
CUST_07473,176.15,2,6,88.08,Medium Value,1
CUST_09234,176.01,2,32,88.01,Medium Value,1
CUST_04544,175.87,2,25,87.94,Medium Value,0
CUST_08845,175.72,2,44,87.86,Medium Value,1
CUST_05798,175.71,2,8,87.86,Medium Value,0
CUST_04323,175.5,2,28,87.75,Medium Value,0
CUST_05496,175.39,2,33,87.7,Medium Value,1
CUST_00577,175.21,2,0,87.61,Medium Value,0
CUST_00818,175.2,2,3,87.6,Medium Value,0
CUST_06471,175.2,2,60,87.6,Medium Value,0
CUST_05977,175.18,2,2,87.59,Medium Value,0
CUST_07111,175.15,2,57,87.58,Medium Value,0
CUST_06932,174.69,2,68,87.35,Medium Value,0
CUST_07313,174.68,2,9,87.34,Medium Value,0
CUST_09158,174.55,2,67,87.28,Medium Value,1
CUST_02574,174.52,2,6,87.26,Medium Value,0
CUST_07083,174.14,2,17,87.07,Medium Value,0
CUST_03764,173.96,2,5,86.98,Medium Value,0
CUST_08914,173.39,2,36,86.7,Medium Value,0
CUST_10867,173.13,2,3,86.57,Medium Value,0
CUST_08218,172.57,2,14,86.29,Medium Value,0
CUST_09460,171.94,2,4,85.97,Medium Value,0
CUST_00412,171.85,2,21,85.93,Medium Value,0
CUST_03194,171.53,2,18,85.77,Medium Value,0
CUST_03542,171.29,2,41,85.65,Medium Value,0
CUST_06174,171.29,2,0,85.65,Medium Value,0
CUST_04613,171.16,2,13,85.58,Medium Value,0
CUST_10477,170.27,2,0,85.14,Medium Value,0
CUST_09856,169.88,2,52,84.94,Medium Value,0
CUST_11396,169.76,2,17,84.88,Medium Value,1
CUST_09322,169.66,2,111,84.83,Medium Value,1
CUST_01737,169.61,2,16,84.81,Medium Value,0
CUST_00127,169.52,2,2,84.76,Medium Value,0
CUST_01883,169.42,2,75,84.71,Medium Value,0
CUST_09874,169.13,2,14,84.57,Medium Value,0
CUST_08035,168.92,2,31,84.46,Medium Value,0
CUST_01893,168.13,2,11,84.07,Medium Value,0
CUST_10920,167.88,2,62,83.94,Medium Value,0
CUST_02051,167.85,2,27,83.93,Medium Value,0
CUST_00953,167.41,2,78,83.71,Medium Value,0
CUST_09868,167.24,2,15,83.62,Medium Value,0
CUST_10428,167.17,2,20,83.59,Medium Value,1
CUST_04678,167.07,2,8,83.54,Medium Value,0
CUST_02289,166.81,2,24,83.41,Medium Value,0
CUST_03577,166.59,2,57,83.3,Medium Value,0
CUST_03895,166.59,2,49,83.3,Medium Value,0
CUST_08431,166.48,2,7,83.24,Medium Value,0
CUST_04817,166.19,2,23,83.1,Medium Value,1
CUST_07540,165.66,2,5,82.83,Medium Value,0
CUST_01221,165.37,2,27,82.69,Medium Value,0
CUST_07212,165.09,2,17,82.55,Medium Value,0
CUST_09888,165.08,2,41,82.54,Medium Value,0
CUST_01851,165.06,2,1,82.53,Medium Value,0
CUST_08240,164.86,2,12,82.43,Medium Value,0
CUST_03474,164.69,2,53,82.35,Medium Value,0
CUST_01839,164.66,2,16,82.33,Medium Value,0
CUST_08857,164.35,2,23,82.18,Medium Value,0
CUST_07969,164.3,2,8,82.15,Medium Value,0
CUST_02569,164.11,2,8,82.06,Medium Value,1
CUST_00538,163.72,2,22,81.86,Medium Value,0
CUST_03840,163.67,2,46,81.84,Medium Value,0
CUST_09517,163.61,2,29,81.81,Medium Value,0
CUST_00473,163.5,2,32,81.75,Medium Value,0
CUST_08409,163.5,2,92,81.75,Medium Value,1
CUST_10690,163.21,2,14,81.61,Medium Value,0
CUST_07767,163.14,2,104,81.57,Medium Value,1
CUST_11543,163.07,2,5,81.54,Medium Value,0
CUST_03734,163.03,2,54,81.52,Medium Value,0
CUST_03490,162.9,2,39,81.45,Medium Value,1
CUST_04836,162.52,2,14,81.26,Medium Value,1
CUST_02932,162.49,2,51,81.25,Medium Value,1
CUST_03312,162.43,2,39,81.22,Medium Value,0
CUST_09670,162.37,2,77,81.19,Medium Value,0
CUST_01532,162.21,2,78,81.11,Medium Value,0
CUST_07278,162.11,2,52,81.06,Medium Value,0
CUST_00992,161.92,2,7,80.96,Medium Value,0
CUST_00902,161.79,2,0,80.9,Medium Value,0
CUST_11623,161.67,2,21,80.84,Medium Value,1
CUST_04650,161.31,2,13,80.66,Medium Value,0
CUST_09201,161.27,2,41,80.64,Medium Value,0
CUST_01256,161.09,2,39,80.55,Medium Value,0
CUST_03281,160.91,2,44,80.46,Medium Value,0
CUST_08720,160.9,2,63,80.45,Medium Value,0
CUST_08788,160.5,2,30,80.25,Medium Value,0
CUST_09893,160.47,2,9,80.24,Medium Value,0
CUST_07684,160.41,2,1,80.21,Medium Value,0
CUST_11598,160.02,2,17,80.01,Medium Value,0
CUST_10886,159.9,2,7,79.95,Medium Value,0
CUST_04696,159.66,2,71,79.83,Medium Value,0
CUST_07300,159.58,2,11,79.79,Medium Value,0
CUST_06821,159.29,2,6,79.65,Medium Value,0
CUST_10010,158.85,2,1,79.43,Medium Value,0
CUST_05140,158.42,2,24,79.21,Medium Value,1
CUST_10699,158.31,2,75,79.16,Medium Value,0
CUST_09219,158.28,2,11,79.14,Medium Value,0
CUST_00102,157.96,2,40,78.98,Medium Value,0
CUST_11178,157.96,2,1,78.98,Medium Value,0
CUST_04306,157.94,2,34,78.97,Medium Value,0
CUST_08493,157.87,2,62,78.94,Medium Value,0
CUST_02451,157.32,2,30,78.66,Medium Value,0
CUST_01086,157.23,2,1,78.62,Medium Value,0
CUST_06578,157.13,2,21,78.57,Medium Value,0
CUST_05362,157,2,26,78.5,Medium Value,0
CUST_03847,156.95,2,48,78.48,Medium Value,1
CUST_08999,156.91,2,12,78.46,Medium Value,0
CUST_04954,156.9,2,69,78.45,Medium Value,0
CUST_05758,156.68,2,37,78.34,Medium Value,0
CUST_07191,156.64,2,39,78.32,Medium Value,1
CUST_00095,156.5,2,15,78.25,Medium Value,0
CUST_01485,156.42,2,22,78.21,Medium Value,0
CUST_06366,156.38,2,12,78.19,Medium Value,0
CUST_05242,155.92,2,1,77.96,Medium Value,0
CUST_01937,155.68,2,145,77.84,Medium Value,0
CUST_02072,155.42,2,34,77.71,Medium Value,0
CUST_06176,155.38,2,25,77.69,Medium Value,0
CUST_03892,155.29,2,12,77.65,Medium Value,0
CUST_08055,155.26,2,60,77.63,Medium Value,1
CUST_01105,155.13,2,43,77.57,Medium Value,0
CUST_02834,155.04,2,54,77.52,Medium Value,0
CUST_08132,154.86,2,4,77.43,Medium Value,0
CUST_06005,154.82,2,57,77.41,Medium Value,0
CUST_11785,154.8,2,98,77.4,Medium Value,1
CUST_06415,154.79,2,35,77.4,Medium Value,0
CUST_01283,153.95,2,52,76.98,Medium Value,1
CUST_11138,153.91,2,45,76.96,Medium Value,0
CUST_06493,153.85,2,28,76.93,Medium Value,1
CUST_05614,153.55,2,13,76.78,Medium Value,0
CUST_00424,153.39,2,35,76.7,Medium Value,0
CUST_09682,153.37,2,17,76.69,Medium Value,0
CUST_11896,153.36,2,118,76.68,Medium Value,1
CUST_08919,153.3,2,1,76.65,Medium Value,0
CUST_07966,153.02,2,62,76.51,Medium Value,0
CUST_01185,152.75,2,133,76.38,Medium Value,1
CUST_02570,152.5,2,23,76.25,Medium Value,0
CUST_11054,152.3,2,49,76.15,Medium Value,0
CUST_10499,152.2,2,9,76.1,Medium Value,0
CUST_02793,152.19,2,14,76.1,Medium Value,0
CUST_10921,152.13,2,5,76.07,Medium Value,0
CUST_00736,152.1,2,0,76.05,Medium Value,0
CUST_04266,152.06,2,65,76.03,Medium Value,0
CUST_08422,151.94,2,27,75.97,Medium Value,0
CUST_04230,151.64,2,34,75.82,Medium Value,0
CUST_00675,151.12,2,57,75.56,Medium Value,1
CUST_11195,151.08,2,33,75.54,Medium Value,0
CUST_11954,151.04,2,2,75.52,Medium Value,0
CUST_03753,150.84,2,86,75.42,Medium Value,0
CUST_04435,150.71,2,44,75.36,Medium Value,1
CUST_03500,150.62,2,33,75.31,Medium Value,0
CUST_04842,150.48,2,18,75.24,Medium Value,0
CUST_00434,150.44,2,9,75.22,Medium Value,0
CUST_10309,150.4,2,23,75.2,Medium Value,0
CUST_03472,150.37,2,8,75.19,Medium Value,0
CUST_02418,150.07,2,2,75.04,Medium Value,0
CUST_03862,149.95,2,40,74.98,Medium Value,0
CUST_09160,149.94,2,6,74.97,Medium Value,0
CUST_10777,149.89,2,1,74.95,Medium Value,1
CUST_02129,149.61,2,14,74.81,Medium Value,1
CUST_06553,149.43,2,5,74.72,Medium Value,0
CUST_06040,149.27,2,16,74.64,Medium Value,0
CUST_05517,149.06,2,15,74.53,Medium Value,0
CUST_08960,149.03,2,6,74.52,Medium Value,0
CUST_00033,149.01,2,14,74.51,Medium Value,0
CUST_01244,149,2,94,74.5,Medium Value,0
CUST_10387,148.95,2,59,74.48,Medium Value,1
CUST_09954,148.54,2,5,74.27,Medium Value,0
CUST_05728,148.52,2,97,74.26,Medium Value,0
CUST_00919,148.17,2,75,74.09,Medium Value,0
CUST_11666,148.15,2,18,74.08,Medium Value,0
CUST_06276,148.06,2,44,74.03,Medium Value,0
CUST_01439,147.94,2,4,73.97,Medium Value,1
CUST_07507,147.87,2,42,73.94,Medium Value,0
CUST_10604,147.65,2,0,73.83,Medium Value,0
CUST_06332,147.55,2,86,73.78,Medium Value,0
CUST_10713,147.52,2,26,73.76,Medium Value,0
CUST_06726,147.49,2,35,73.75,Medium Value,0
CUST_01056,147.46,2,28,73.73,Medium Value,0
CUST_03896,147.33,2,116,73.67,Medium Value,1
CUST_08562,147.2,2,10,73.6,Medium Value,0
CUST_11264,147.18,2,27,73.59,Medium Value,0
CUST_11797,147.09,2,10,73.55,Medium Value,0
CUST_04503,146.78,2,11,73.39,Medium Value,0
CUST_11224,146.7,2,3,73.35,Medium Value,0
CUST_01346,146.65,2,30,73.33,Medium Value,0
CUST_02885,146.65,2,12,73.33,Medium Value,0
CUST_03424,146.51,2,36,73.26,Medium Value,0
CUST_07932,146.45,2,3,73.23,Medium Value,0
CUST_02306,146.33,2,16,73.17,Medium Value,0
CUST_03929,146.32,2,0,73.16,Medium Value,0
CUST_00235,145.98,2,5,72.99,Medium Value,0
CUST_10945,145.94,2,17,72.97,Medium Value,0
CUST_11938,145.79,2,35,72.9,Medium Value,0
CUST_09672,145.37,2,14,72.69,Medium Value,0
CUST_00739,145.36,2,14,72.68,Medium Value,0
CUST_00822,145.2,2,45,72.6,Medium Value,0
CUST_07254,144.94,2,70,72.47,Medium Value,0
CUST_09769,144.79,2,23,72.4,Medium Value,0
CUST_07980,144.77,2,19,72.39,Medium Value,0
CUST_11515,144.74,2,46,72.37,Medium Value,0
CUST_08946,144.55,2,43,72.28,Medium Value,0
CUST_02128,144.48,2,17,72.24,Medium Value,0
CUST_08752,144.29,2,13,72.15,Medium Value,0
CUST_03755,144.27,2,66,72.14,Medium Value,0
CUST_11408,144.27,2,54,72.14,Medium Value,0
CUST_01934,144.12,2,149,72.06,Medium Value,0
CUST_09487,143.8,2,12,71.9,Medium Value,0
CUST_08119,143.7,2,7,71.85,Medium Value,0
CUST_10263,143.1,2,21,71.55,Medium Value,0
CUST_01024,142.95,2,9,71.48,Medium Value,0
CUST_09744,142.84,2,41,71.42,Medium Value,0
CUST_06811,142.79,2,26,71.4,Medium Value,1
CUST_00252,142.75,2,24,71.38,Medium Value,0
CUST_07896,142.38,2,7,71.19,Medium Value,0
CUST_00046,142.34,2,28,71.17,Medium Value,0
CUST_06826,142.32,2,25,71.16,Medium Value,0
CUST_04196,142.08,2,3,71.04,Medium Value,0
CUST_04390,141.71,2,26,70.86,Medium Value,0
CUST_08247,141.68,2,5,70.84,Medium Value,0
CUST_02372,141.67,2,7,70.84,Medium Value,0
CUST_07930,141.47,2,101,70.74,Medium Value,0
CUST_09545,141.32,2,13,70.66,Medium Value,0
CUST_01288,140.21,2,129,70.11,Medium Value,1
CUST_09928,140.09,2,51,70.05,Medium Value,0
CUST_08036,139.97,2,9,69.99,Medium Value,0
CUST_01932,139.95,2,56,69.98,Medium Value,0
CUST_08874,139.91,2,8,69.96,Medium Value,0
CUST_03981,139.59,2,52,69.8,Medium Value,0
CUST_04704,139.54,2,2,69.77,Medium Value,0
CUST_08476,139.49,2,20,69.75,Medium Value,0
CUST_03330,139.14,2,27,69.57,Medium Value,0
CUST_08365,139.01,2,10,69.51,Medium Value,0
CUST_00694,138.88,2,64,69.44,Medium Value,0
CUST_02933,138.67,2,24,69.34,Medium Value,0
CUST_06409,138.67,2,8,69.34,Medium Value,0
CUST_03562,138.59,2,53,69.3,Medium Value,1
CUST_08516,138.59,2,4,69.3,Medium Value,0
CUST_05819,138.57,2,7,69.29,Medium Value,0
CUST_04664,138.48,2,1,69.24,Medium Value,0
CUST_06771,138.41,2,51,69.21,Medium Value,0
CUST_08469,138.36,2,1,69.18,Medium Value,0
CUST_06013,138.3,2,96,69.15,Medium Value,1
CUST_01891,138.26,2,30,69.13,Medium Value,0
CUST_11364,138.11,2,17,69.06,Medium Value,0
CUST_04158,137.75,2,6,68.88,Medium Value,0
CUST_08123,137.74,2,10,68.87,Medium Value,0
CUST_04742,137.69,2,70,68.85,Medium Value,0
CUST_07039,137.61,2,2,68.81,Medium Value,0
CUST_11536,137.47,2,46,68.74,Medium Value,1
CUST_05525,137.43,2,7,68.72,Medium Value,0
CUST_08975,137.32,2,39,68.66,Medium Value,0
CUST_08985,137.21,2,18,68.61,Medium Value,0
CUST_01940,137.18,2,20,68.59,Medium Value,0
CUST_02709,137.14,2,18,68.57,Medium Value,0
CUST_07988,137.02,2,15,68.51,Medium Value,0
CUST_01289,136.86,2,11,68.43,Medium Value,1
CUST_08636,136.45,2,12,68.23,Medium Value,0
CUST_02079,136.23,2,14,68.12,Medium Value,0
CUST_07071,136.17,2,27,68.09,Medium Value,0
CUST_00043,135.95,2,44,67.98,Medium Value,0
CUST_11950,135.93,2,20,67.97,Medium Value,0
CUST_06144,135.86,2,35,67.93,Medium Value,0
CUST_04407,135.73,2,1,67.87,Medium Value,0
CUST_10090,135.45,2,43,67.73,Medium Value,0
CUST_11044,135.33,2,8,67.67,Medium Value,0
CUST_04767,135.12,2,29,67.56,Medium Value,0
CUST_06701,135.12,2,43,67.56,Medium Value,0
CUST_01358,135.06,2,63,67.53,Medium Value,1
CUST_05640,135.02,2,21,67.51,Medium Value,0
CUST_03096,135,2,0,67.5,Medium Value,1
CUST_07483,134.9,2,19,67.45,Medium Value,0
CUST_05661,134.73,2,15,67.37,Medium Value,0
CUST_11784,134.68,2,3,67.34,Medium Value,0
CUST_02628,134.65,2,5,67.33,Medium Value,1
CUST_10516,134.65,2,25,67.33,Medium Value,1
CUST_01242,134.62,2,18,67.31,Medium Value,0
CUST_06941,134.58,2,9,67.29,Medium Value,0
CUST_05132,134.55,2,18,67.28,Medium Value,0
CUST_06609,134.55,2,4,67.28,Medium Value,0
CUST_05130,134.52,2,23,67.26,Medium Value,0
CUST_11309,134.47,2,35,67.24,Medium Value,0
CUST_08042,134.46,2,57,67.23,Medium Value,0
CUST_04707,134.43,2,14,67.22,Medium Value,0
CUST_02554,134.38,2,67,67.19,Medium Value,0
CUST_11136,134.28,2,33,67.14,Medium Value,0
CUST_06513,133.8,2,43,66.9,Medium Value,0
CUST_10847,133.55,2,46,66.78,Medium Value,1
CUST_10152,133.5,2,24,66.75,Medium Value,0
CUST_03784,133.45,2,94,66.73,Medium Value,1
CUST_04426,133.4,2,4,66.7,Medium Value,0
CUST_05675,133.38,2,49,66.69,Medium Value,0
CUST_10577,133.38,2,21,66.69,Medium Value,0
CUST_10225,133.22,2,52,66.61,Medium Value,0
CUST_02862,133.15,2,42,66.58,Medium Value,0
CUST_06224,133.13,2,8,66.57,Medium Value,0
CUST_10249,133.08,2,3,66.54,Medium Value,0
CUST_07320,132.99,2,10,66.5,Medium Value,0
CUST_08973,132.81,2,27,66.41,Medium Value,0
CUST_07802,132.66,2,49,66.33,Medium Value,0
CUST_03187,132.54,2,18,66.27,Medium Value,0
CUST_01728,132.51,2,36,66.26,Medium Value,0
CUST_08114,132.46,2,66,66.23,Medium Value,0
CUST_03024,132.41,2,0,66.21,Medium Value,0
CUST_08223,132.38,2,4,66.19,Medium Value,0
CUST_02294,132.14,2,2,66.07,Medium Value,0
CUST_07868,131.79,2,0,65.9,Medium Value,0
CUST_00066,131.52,2,6,65.76,Medium Value,0
CUST_11804,131.38,2,58,65.69,Medium Value,0
CUST_06196,131.13,2,9,65.57,Medium Value,0
CUST_00647,130.93,2,46,65.47,Medium Value,0
CUST_11909,130.71,2,10,65.36,Medium Value,0
CUST_00819,130.62,2,20,65.31,Medium Value,0
CUST_11738,130.37,2,89,65.19,Medium Value,0
CUST_06737,130.33,2,10,65.17,Medium Value,0
CUST_10743,130.19,2,40,65.1,Medium Value,0
CUST_04383,130.17,2,44,65.09,Medium Value,0
CUST_02968,130.09,2,5,65.05,Medium Value,0
CUST_04580,130.04,2,26,65.02,Medium Value,0
CUST_07222,129.86,2,10,64.93,Medium Value,0
CUST_06098,129.42,2,18,64.71,Medium Value,0
CUST_04758,129.34,2,5,64.67,Medium Value,0
CUST_01903,129.17,2,1,64.59,Medium Value,0
CUST_07257,129.07,2,16,64.54,Medium Value,0
CUST_06832,129.01,2,27,64.51,Medium Value,0
CUST_02809,129,2,9,64.5,Medium Value,0
CUST_03215,128.83,2,1,64.42,Medium Value,0
CUST_08341,128.77,2,64,64.39,Medium Value,0
CUST_07529,128.75,2,57,64.38,Medium Value,0
CUST_02227,128.71,2,2,64.36,Medium Value,0
CUST_04769,128.67,2,7,64.34,Medium Value,0
CUST_11688,128.54,2,18,64.27,Medium Value,0
CUST_00233,128.5,2,19,64.25,Medium Value,0
CUST_01846,128.42,2,0,64.21,Medium Value,0
CUST_07876,128.27,2,42,64.14,Medium Value,0
CUST_01705,128.01,2,17,64.01,Medium Value,1
CUST_06680,127.94,2,5,63.97,Medium Value,0
CUST_02961,127.88,2,7,63.94,Medium Value,0
CUST_02907,127.86,2,50,63.93,Medium Value,0
CUST_10230,127.72,2,76,63.86,Medium Value,0
CUST_10929,127.68,2,5,63.84,Medium Value,0
CUST_06419,127.63,2,44,63.82,Medium Value,0
CUST_05648,127.53,2,3,63.77,Medium Value,0
CUST_01723,127.51,2,56,63.76,Medium Value,0
CUST_03301,127.36,2,77,63.68,Medium Value,0
CUST_08609,127.35,2,51,63.68,Medium Value,0
CUST_08436,127.3,2,34,63.65,Medium Value,1
CUST_09896,127.24,2,44,63.62,Medium Value,0
CUST_03601,127.03,2,38,63.52,Medium Value,0
CUST_07721,127.03,2,3,63.52,Medium Value,0
CUST_02458,126.93,2,2,63.47,Medium Value,0
CUST_03074,126.85,2,41,63.43,Medium Value,0
CUST_08977,126.81,2,85,63.41,Medium Value,1
CUST_10922,126.71,2,17,63.36,Medium Value,0
CUST_01061,126.31,2,6,63.16,Medium Value,0
CUST_05909,126.26,2,13,63.13,Medium Value,0
CUST_06396,126.15,2,99,63.08,Medium Value,0
CUST_11875,126.14,2,19,63.07,Medium Value,0
CUST_04161,126.03,2,45,63.02,Medium Value,0
CUST_04496,125.98,2,56,62.99,Medium Value,0
CUST_00421,125.95,2,17,62.98,Medium Value,0
CUST_00979,125.86,2,3,62.93,Medium Value,0
CUST_00983,125.76,2,3,62.88,Medium Value,1
CUST_11856,125.52,2,104,62.76,Medium Value,1
CUST_09659,125.47,2,32,62.74,Medium Value,0
CUST_08541,125.28,2,18,62.64,Medium Value,0
CUST_11997,125.25,2,38,62.63,Medium Value,0
CUST_00462,125.14,2,4,62.57,Medium Value,0
CUST_06386,125.09,2,3,62.55,Medium Value,0
CUST_07075,125.04,2,151,62.52,Medium Value,0
CUST_06994,125,2,47,62.5,Medium Value,0
CUST_05220,124.81,2,71,62.41,Medium Value,0
CUST_02660,124.52,2,45,62.26,Medium Value,0
CUST_06440,124.3,2,8,62.15,Medium Value,0
CUST_01964,124.15,2,7,62.08,Medium Value,0
CUST_09691,123.92,2,100,61.96,Medium Value,1
CUST_03042,123.85,2,26,61.93,Medium Value,0
CUST_11469,123.75,2,84,61.88,Medium Value,0
CUST_09539,123.54,2,23,61.77,Medium Value,1
CUST_05452,123.26,2,19,61.63,Medium Value,0
CUST_02297,123.15,2,38,61.58,Medium Value,0
CUST_01347,123.01,2,25,61.51,Medium Value,0
CUST_08633,122.87,2,27,61.44,Medium Value,0
CUST_00343,122.63,2,33,61.32,Medium Value,0
CUST_08166,122.42,2,59,61.21,Medium Value,0
CUST_05582,122.34,2,8,61.17,Medium Value,0
CUST_07210,122.31,2,12,61.16,Medium Value,0
CUST_00971,122.03,2,15,61.02,Medium Value,0
CUST_04868,121.95,2,13,60.98,Medium Value,0
CUST_10289,121.92,2,27,60.96,Medium Value,0
CUST_01727,121.81,2,13,60.91,Medium Value,0
CUST_00289,121.55,2,14,60.78,Medium Value,0
CUST_09805,121.54,2,4,60.77,Medium Value,0
CUST_10854,121.35,2,280,60.68,Medium Value,1
CUST_09141,121.23,2,24,60.62,Medium Value,0
CUST_04555,121.02,2,0,60.51,Medium Value,0
CUST_06814,120.68,2,94,60.34,Medium Value,1
CUST_08678,120.67,2,13,60.34,Medium Value,0
CUST_06120,120.57,2,80,60.29,Medium Value,0
CUST_06050,120.52,2,42,60.26,Medium Value,0
CUST_07113,120.37,2,11,60.19,Medium Value,0
CUST_02373,120.18,2,59,60.09,Medium Value,1
CUST_04950,120.12,2,33,60.06,Medium Value,0
CUST_02279,120.04,2,39,60.02,Medium Value,0
CUST_03614,119.91,2,21,59.96,Medium Value,0
CUST_11876,119.91,2,38,59.96,Medium Value,0
CUST_00895,119.87,2,6,59.94,Medium Value,0
CUST_06100,119.79,2,21,59.9,Medium Value,1
CUST_00168,119.64,2,35,59.82,Medium Value,0
CUST_00007,119.5,2,24,59.75,Medium Value,0
CUST_00655,119.45,2,5,59.73,Medium Value,0
CUST_00521,119.38,2,4,59.69,Medium Value,0
CUST_01440,119.32,2,18,59.66,Medium Value,0
CUST_06138,119.3,2,11,59.65,Medium Value,0
CUST_01604,119.18,2,12,59.59,Medium Value,0
CUST_03223,119.16,2,57,59.58,Medium Value,0
CUST_10614,119.01,2,70,59.51,Medium Value,0
CUST_08228,118.99,2,32,59.5,Medium Value,0
CUST_09370,118.94,2,3,59.47,Medium Value,1
CUST_02089,118.9,2,13,59.45,Medium Value,0
CUST_09929,118.87,2,11,59.44,Medium Value,0
CUST_06243,118.85,2,34,59.43,Medium Value,1
CUST_09671,118.79,2,11,59.4,Medium Value,0
CUST_02151,118.6,2,16,59.3,Medium Value,0
CUST_03305,118.56,2,9,59.28,Medium Value,0
CUST_04915,118.5,2,22,59.25,Medium Value,0
CUST_06918,118.46,2,68,59.23,Medium Value,0
CUST_11961,118.27,2,67,59.14,Medium Value,0
CUST_00350,118.23,2,26,59.12,Medium Value,0
CUST_04034,118.18,2,37,59.09,Medium Value,0
CUST_08488,118.08,2,1,59.04,Medium Value,0
